PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
3mde,,-83.563,-83.614,-24.241,32.259,-7.968
4pwi,,-15.868,-15.743,-6.02,8.326,-2.431
3njj,,-74.722,-71.335,-69.616,73.469,-7.24
4jp3,,-14.344,-15.553,-8.948,12.452,-2.294
5xpn,,-74.801,-73.277,-9.806,14.4,-6.117
3gyq,,-44.184,-43.627,-24.791,28.108,-3.873
6csc,,-22.99,-19.934,-22.097,20.988,-1.947
4yrg,,-20.468,-20.922,-3.566,5.991,-1.972
2q3d,,-37.99,-36.338,-18.606,20.406,-3.453
3drk,,-35.238,-30.82,-34.371,33.969,-4.016
6do4,,-47.834,-37.279,-45.07,38.862,-4.346
1unh,,-33.323,-33.705,-6.991,10.669,-3.296
4h69,,-39.31,-39.665,-3.056,7.512,-4.101
3lfq,,-36.585,-36.921,-7.444,11.621,-3.84
6atr,,-37.013,-24.998,-105.33,97.081,-3.766
4cez,,-26.177,-25.644,-2.715,5.339,-3.156
2fvv,,-19.148,-18.784,-25.099,28.47,-3.735
5coi,,-34.964,-33.733,-6.041,8.832,-4.022
5yok,,-79.438,-79.583,-21.474,29.255,-7.637
5m9x,,-41.281,-39.188,-19.662,22.109,-4.54
1n06,,-43.707,-45.356,-16.212,21.889,-4.028
4c0w,,-37.531,-34.573,-14.926,15.657,-3.69
5j7x,,-82.401,-82.015,-29.106,36.12,-7.4
1w48,,-23.716,-23.052,-16.345,18.911,-3.229
4yuv,,-56.661,-56.285,-14.934,18.62,-4.063
6rhg,,-56.445,-53.08,-18.407,19.57,-4.528
5zec,,-54.635,-58.099,-20.919,30.562,-6.18
5hbh,,-57.593,-60.725,-5.756,14.332,-5.443
2e3n,,-61.374,-59.314,-10.449,14.289,-5.9
1giu,,-21.416,-20.733,-5.936,7.007,-1.753
5ggz,,-41.872,-40.475,-9.803,12.218,-3.812
5n2i,,-48.62,-49.632,-18.534,24.915,-5.369
1kt3,,-47.918,-46.995,-2.652,6.222,-4.492
3ou7,,-10.322,-9.601,-12.069,13.042,-1.694
1qhf,,-12.137,-10.385,-15.587,15.923,-2.088
3cnn,,-35.361,-33.805,-26.314,28.331,-3.572
3zv5,,-23.314,-23.851,-4.999,8.099,-2.563
5ez1,,-13.549,-13.478,-3.061,4.912,-1.922
4i3a,,-23.558,-25.021,-1.509,5.191,-2.219
5o86,,-80.633,-81.332,-27.115,34.202,-6.388
3qv9,,-29.233,-28.931,-4.988,8.037,-3.35
3fpe,,-44.729,-39.83,-33.493,32.571,-3.978
4mv1,,-31.239,-29.825,-21.675,24.19,-3.929
1ogj,,-64.013,-63.305,-21.479,26.871,-6.1
5mr6,,-65.975,-66.423,-12.959,19.584,-6.177
3ita,,-22.609,-21.922,-4.886,6.901,-2.702
1ogi,,-64.832,-64.893,-19.743,25.848,-6.044
3mno,,-57.167,-56.368,-9.578,12.793,-4.014
3gnc,,-27.27,-27.992,-6.985,10.703,-2.996
5ahm,,-31.397,-32.818,-12.419,17.347,-3.508
3frq,,-70.956,-72.703,-8.639,17.456,-7.07
3nfa,,-34.862,-35.078,-4.556,8.178,-3.406
2q1s,,-67.824,-72.029,-29.955,40.071,-5.91
3lt5,,-18.523,-18.812,-4.318,6.981,-2.374
5akj,,-24.26,-23.626,-9.906,11.984,-2.712
1nme,,-17.58,-16.916,-8.716,10.576,-2.524
5m51,,-47.121,-47.188,-7.832,12,-4.102
6i22,,-53.918,-50.876,-15.959,17.4,-4.484
4nm9,,-86.88,-88.215,-29.284,37.648,-7.029
2gew,,-94.763,-97.316,-26.284,36.412,-7.576
5e1c,,-54.963,-54.985,-5.49,10.271,-4.759
5fpe,,-1.779,-1.762,-1.52,2.068,-0.564
5nar,,-58.394,-56.269,-24.247,27.179,-5.055
5ojl,,-16.971,-16.906,-0.588,2.542,-2.018
4cf0,,-18.292,-17.811,-4.284,6.373,-2.571
4idd,,-16.34,-16.037,-4.147,6.031,-2.187
1w84,,-34.936,-35.094,-2,5.225,-3.067
5tlo,,-54.75,-53.903,-5.402,9.438,-4.882
5ae3,,-74.292,-73.959,-10.939,16.978,-6.373
6u1v,,-58.348,-57.095,-17.115,21.945,-6.083
1fk3,,-45.781,-43.746,-4.671,6.847,-4.211
3cde,,-55.156,-55.513,-10.857,16.431,-5.218
2b5v,,-51.467,-51.987,-22.699,29.145,-5.926
5z9e,,-17.891,-18.023,-4.315,6.559,-2.112
3vt8,,-68.426,-65.786,-9.146,12.787,-6.282
5m4e,,-38.547,-37.971,-11.816,15.185,-3.946
1e4v,,-79.775,-82.828,-27.621,38.19,-7.516
1xny,,-16.88,-16.009,-6.631,8.08,-2.321
1rx0,,-68.62,-71.942,-18.092,28.721,-7.306
4m15,,-55.72,-54.55,-8.722,11.716,-4.164
1nrl,,-64.298,-64.931,-5.258,11.581,-5.69
2q9s,,-38.826,-38.689,-6.315,10.546,-4.368
6qhq,,-8.129,-6.275,-9.192,8.537,-1.199
3pgt,,-33.059,-32.988,-8.726,12.865,-4.21
6b8z,,-61.741,-59.983,-9.189,12.574,-5.142
2ama,,-49.487,-48.169,-6.21,8.369,-3.477
2hl1,,-36.448,-36.465,-8.75,12.308,-3.541
5w8h,,-27.072,-26.929,-1.661,4.38,-2.862
3uol,,-44.51,-45.773,-6.554,11.819,-4.003
5x2x,,-30.43,-33.56,-8.246,14.91,-3.535
5cpb,,-60.229,-61.704,-24.367,31.705,-5.863
3pbz,,-23.465,-27.024,-3.425,10.104,-3.12
1mld,,-16.044,-14.464,-16.47,17.132,-2.242
2r7m,,-19.72,-19.793,-7.952,10.705,-2.68
1jmh,,-20.699,-20.471,-11.392,14.166,-3.002
2vaa,,-85.665,-79.345,-96.695,99.953,-9.579
4cl8,,-67.3,-65.584,-37.646,42.076,-6.146
4yrr,,-28.12,-28.045,-5.389,7.866,-2.553
1s68,,-34.162,-32.231,-20.248,21.683,-3.365
1uka,,-16.701,-15.583,-4.699,5.395,-1.814
5j7f,,-56.635,-55.991,-4.03,8.749,-5.363
5hi5,,-68.223,-65.002,-12.36,15.375,-6.236
6j24,,-43.034,-37.252,-40.82,39.552,-4.514
5ezp,,-29.989,-29.686,-4.53,7.502,-3.275
6q6y,,-38.415,-39.021,-7.157,11.569,-3.805
1qjc,,-20.041,-18.986,-9.917,11.989,-3.127
2ydi,,-32.498,-32.731,-8.816,12.437,-3.389
1nhq,,-82.39,-82.282,-27.429,34.832,-7.511
3epo,,-23.489,-24.105,-13.297,16.549,-2.636
4yus,,-47.008,-44.101,-22.874,24.178,-4.212
5zhe,,-48.789,-47.533,-6.051,10.07,-5.274
6i4r,,-89.742,-91.609,-28.039,37.369,-7.462
1dvu,,-16.648,-16.643,-3.908,6.133,-2.23
4geb,,-22.634,-22.857,-9.082,12.488,-3.183
1nxj,,-4.375,-4.216,-4.946,5.675,-0.888
2hs3,,-30.824,-32.334,-19.272,24.19,-3.409
1iol,,-36.397,-37.227,-4.397,8.719,-3.492
6aud,,-58.19,-58.094,-10.396,15.414,-5.114
3kpb,,-33.334,-32.147,-17.11,19.818,-3.895
5ixb,,-14.875,-15.695,-1.349,3.812,-1.644
1y6b,,-58.111,-56.949,-6.913,10.864,-5.113
3i4l,,-32.119,-32.741,-13.859,18.508,-4.026
1siq,,-50.602,-51.443,-13.706,20.161,-5.614
1tpv,,-12.754,-10.694,-18.318,18.175,-1.917
3r95,,-59.124,-60.162,-18.854,26.241,-6.35
3ric,,-104.93,-100.513,-10.611,16.585,-10.392
3owb,,-44.663,-44.462,-14.233,18.459,-4.427
3l31,,-32.037,-32.728,-8.693,12.603,-3.219
1rpg,,-37.549,-37.494,-14.627,18.99,-4.418
3iwd,,-30.844,-32.141,-6.265,10.747,-3.186
4i7r,,-19.812,-20.386,-2.849,5.212,-1.788
4u9v,,-61.078,-62.421,-18.21,25.907,-6.353
6sjo,,-37.347,-38.278,-12.033,17.498,-4.532
3i9l,,-26.733,-28.095,-11.024,15.931,-3.545
6hxk,,-13.758,1.019,-128.575,115.792,-1.994
5zrh,,-18.747,-20.061,-17.098,21.251,-2.84
4px6,,-46.769,-47.258,-6.75,11.631,-4.393
3s2u,,-52.444,-50.84,-24.748,28.412,-5.268
4fpj,,-25.604,-26.605,-17.132,21.301,-3.169
6hnw,,-29.825,-28.68,-7.654,9.637,-3.129
1pno,,-79.617,-73.213,-40.774,40.581,-6.211
2bka,,-50.479,-53.562,-16.846,25.947,-6.018
3utf,,-90.832,-93.711,-27.074,37.296,-7.344
1s8d,,-86.372,-77.535,-76.616,76.609,-8.83
1nbu,,-14.953,-10.403,-19.305,16.746,-1.991
1vp5,,-71.055,-68.507,-41.156,44.823,-6.215
3fpj,,-47.145,-40.183,-41.969,39.487,-4.481
5ndu,,-42.606,-39.937,-13.162,15.086,-4.593
2qxw,,-43.95,-40.59,-16.337,16.735,-3.757
4b65,,-54.852,-64.765,6.156,10.478,-6.722
4d8a,,-30.287,-24.562,-26.545,23.901,-3.081
5y8i,,-9.323,-9.361,-5.214,6.911,-1.659
3i81,,-53.969,-56.127,-5.18,12.165,-4.827
1jdt,,-28.991,-27.698,-12.224,14.007,-3.075
1ej1,,-21.382,-21.723,-8.285,11.804,-3.178
1hqp,,-27.879,-27.216,-0.544,2.676,-2.796
3whc,,-81.343,-79.823,-14.844,21.431,-8.107
4whg,,-31.269,-31.025,-4.972,8.197,-3.469
1j2g,,-8.969,-8.143,-5.949,6.571,-1.447
6epm,,-33.308,-34.023,-0.463,4.295,-3.116
5auu,,-30.24,-26.316,-11.644,10.85,-3.131
1duy,,-78.405,-73.444,-60.534,63.629,-8.056
4ls7,,-32.307,-30.732,-5.989,7.667,-3.253
5v87,,-43.544,-46.796,16.667,-8.016,-5.4
6dim,,-12.706,-12.598,-6.221,7.996,-1.884
3sju,,-58.275,-63.701,-12.984,24.764,-6.355
2nto,,-23.352,-22.567,-8.632,11.042,-3.194
5nrw,,-34.572,-32.789,-6.121,8.025,-3.687
1nqm,,-34.228,-31.141,-13.644,13.607,-3.05
1n9g,,-52.239,-51.73,-24.219,29.523,-5.813
1pt9,,-79.91,-70.586,-45.634,42.511,-6.201
4a7w,,-15.721,-14.507,-16.169,17.444,-2.49
4lxx,,-49.112,-50.746,-17.568,23.855,-4.653
2vn9,,-44.876,-44.771,-5.687,10.046,-4.464
2xx2,,-35.017,-33.763,-10.179,12.563,-3.638
2dte,,-56.808,-60.609,-25.912,35.687,-5.974
1pk7,,-23.647,-22.74,-10.013,11.87,-2.764
3emz,,-21.562,-21.602,-6.294,9.533,-3.198
1zmd,,-68.707,-69.001,-20.478,26.732,-5.961
2ign,,-20.308,-17.365,-19.157,18.42,-2.206
5wnl,,-58.517,-59.531,-5.785,11.707,-4.907
5tmv,,-59.993,-60.968,-7.088,12.935,-4.872
3o05,,-8.282,-7.966,-5.517,6.658,-1.457
1q94,,-98.063,-87.296,-121.562,120.813,-10.017
3v1k,,-13.855,-10.943,-14.711,13.156,-1.357
2d36,,-45.571,-41.244,-18.856,18.92,-4.39
1qfv,,-13.312,-13.825,-3.533,6.123,-2.076
3ot3,,-44.512,-45.092,-3.812,8.451,-4.059
5t2p,,-24.75,-23.777,-4.509,6.589,-3.052
5ei6,,-53.444,-54.661,-3.279,9.088,-4.591
1lc8,,-29.931,-30.723,-19.762,24.417,-3.862
5kms,,-89.933,-92.672,-26.26,36.592,-7.593
1r2j,,-52.557,-53.576,-11.78,18.474,-5.675
3o76,,-34.633,-34.177,-9.796,13.552,-4.211
4qc6,,-25.387,-32.309,-13.703,24.887,-4.262
1fyn,,-55.581,-50.751,-53.298,54.449,-5.981
3gen,,-55.081,-55.744,-4.633,9.955,-4.659
1ryi,,-7.503,-7.136,-7.379,8.264,-1.252
2hve,,-21.928,-23.409,-16.34,21.543,-3.722
1znx,,-20.69,-20.625,-13.86,16.652,-2.857
2jkc,,-89.932,-95.041,-19.58,32.335,-7.646
2j33,,-51.045,-35.853,-77.89,67.301,-4.602
1uk7,,-14.959,-13.433,-5.932,6.011,-1.605
2ag9,,-27.08,-24.752,-2.264,3.665,-3.73
5al8,,-27.949,-26.888,-10.519,12.786,-3.328
5n4q,,-38.585,-39.538,-5.69,10.936,-4.292
1tll,,-75.742,-77.74,-19.051,28.347,-7.299
4tvb,,-32.371,-35.35,-1.929,7.712,-2.805
5epo,,-58.19,-58.365,-10.023,15.672,-5.473
5myw,,-33.513,-34.713,-1.147,5.371,-3.024
5npe,,-16.95,-12.406,-19.671,17.21,-2.082
1h42,,-61.366,-62.132,-20.475,27.15,-5.909
2q3k,,-71.283,-72.839,-19.809,27.941,-6.576
4y9j,,-93.403,-97.19,-22.776,35.477,-8.913
5iha,,-47.305,-47.618,-5.233,9.91,-4.363
1fvt,,-39.21,-38.225,-9.861,12.686,-3.81
4j34,,-81.785,-80.585,-28.547,34.858,-7.51
2qir,,-36.535,-41.861,-11.835,21.74,-4.579
3gm5,,-12.795,-9.757,-18.734,17.96,-2.264
4ccu,,-46.909,-45.565,-6.028,9.38,-4.696
6ho6,,-16.13,-15.574,-4.942,6.641,-2.255
4xve,,-24.671,-24.743,-2.806,5.902,-3.024
3cn1,,-13.719,-13.88,-0.67,2.658,-1.827
1wor,,-21.025,-20.615,-5.433,7.533,-2.51
1xf0,,-39.435,-39.919,-2.954,7.141,-3.702
5kjw,,-16.035,-16.107,-3.487,5.583,-2.024
1jht,,-82.709,-72.976,-69.452,68.408,-8.689
1lqf,,-44.613,-37.967,-28.287,26.069,-4.429
1jkl,,-42.448,-40.78,-26.655,29.492,-4.505
2qhu,,-27.746,-28.285,-3.255,6.262,-2.467
2xvi,,-85.961,-84.281,-32.914,38.564,-7.33
5axv,,-20.149,-17.304,-17.868,17.835,-2.812
2p1n,,-28.117,-26.764,-12.352,13.452,-2.452
4yhk,,-43.404,-44.471,-7.345,12.959,-4.547
1yob,,-48.832,-47.671,-18.68,21.528,-4.01
1t5b,,-33.813,-37.609,0,3.959,-0.163
2flv,,-49.851,-38.126,-41.101,33.24,-3.864
1lss,,-35.669,-40.621,0,4.405,0.547
3u2m,,-78.375,-84.571,0,8.144,-1.948
4lj6,,-41.27,-36.649,-36.419,35.702,-3.904
3nzc,,-40.909,-40.198,-6.18,10.291,-4.822
1uu1,,-26.706,-32.212,0,6.162,-0.656
4i7t,,-22.566,-22.643,-3.498,5.488,-1.912
4a85,,-27.982,-28.618,-5.94,9.525,-2.949
1kt6,,-46.598,-45.828,-3.052,6.754,-4.472
5txr,,-20.765,-20.934,-15.019,17.595,-2.408
5ycr,,-55.532,-61.623,0,7.506,-1.416
5iae,,-29.444,-33.818,0,4.571,-0.197
5hrp,,-14.17,-17.987,0,2.011,1.806
4yrc,,-20.227,-20.395,-4.356,6.612,-2.089
4lvd,,-29.933,-29.124,-8.037,10.031,-2.804
2wt4,,-15.684,-17.278,0,1.484,0.11
1h73,,-45.479,-46.468,-17.689,23.048,-4.371
2gj3,,-71.072,-77.575,0,7.575,-1.072
5eml,,-46.532,-49.36,-7.334,15.056,-4.894
4zu7,,-16.62,-14.938,-10.634,11.294,-2.342
3we0,,-97.5,-111.694,0,16.357,-2.163
2wpx,,-61.473,-65.741,0,5.39,-1.122
4umy,,-46.337,-52.5,0,6.698,-0.534
5xql,,-15.689,-13.591,-12.461,12.486,-2.123
1lsp,,-54.321,-61.309,0,7.996,-1.008
5nm7,,-8.511,-7.12,-6.729,6.886,-1.549
6b6c,,-40.055,-46.761,0,7.148,-0.442
3jqr,,-60.866,-69.188,0,9.467,-1.145
4c14,,-33.975,-39.694,0,4.238,1.481
1rf6,,-19.026,-24.427,0,5.97,-0.569
4r98,,-29.294,-27.413,-16.053,17.197,-3.025
3zoh,,-7.65,-7.702,-2.607,4.02,-1.361
2x24,,-40.216,-43.945,0,3.609,0.12
4ot5,,-63.155,-71.857,0,10.021,-1.318
3sj9,,-57.2,-64.153,0,6.518,0.435
4gv2,,-42.262,-47.138,0,5.815,-0.939
3nj1,,-34.863,-33.848,-9.451,11.881,-3.445
4c58,,-43.129,-42.127,-8.853,11.552,-3.701
1md4,,-27.597,-30.19,0,2.398,0.195
3d80,,-43.532,-47.054,0,4.814,-1.292
1f7q,,-29.526,-30.369,-7.167,11.058,-3.048
6pyr,,-49.345,-49.938,-6.666,12.138,-4.879
2a9j,,-20.115,-23.049,0,3.446,-0.512
3tvq,,-26.469,-26.964,-7.601,11.373,-3.277
5dx0,,-62.71,-72.924,0,11.333,-1.119
3emb,,-45.426,-50.203,0,5.496,-0.719
6gnu,,-63.804,-72.791,0,10.964,-1.978
1wbi,,-32.518,-36.759,0,5.079,-0.838
2de4,,-29.971,-32.893,0,3.646,-0.723
1jhr,,-13.733,-16.249,0,2.942,-0.426
1jha,,-13.377,-15.312,0,2.388,-0.453
6ibo,,-54.49,-55.702,-25.723,32.629,-5.693
5nky,,-66.27,-64.127,-8.12,11.463,-5.486
1g1a,,-72.403,-76.012,-18.983,28.445,-5.853
2vfh,,-12.607,-11.239,-12.974,13.566,-1.96
2vce,,-24.72,-25.432,-2.605,5.312,-1.995
3ht5,,-24.285,-25.029,-13.148,16.788,-2.895
5xh2,,-12.891,-12.951,-2.548,4.294,-1.686
2j4d,,-43.046,-43.204,-13.678,17.743,-3.907
4nmc,,-10.117,-9.357,-9.57,10.301,-1.492
3h2l,,-51.628,-51.197,-13.673,18.301,-5.058
2ofb,,-47.558,-44.212,-15.054,15.972,-4.264
4z2k,,-48.113,-47.769,-10.965,16.589,-5.969
1w44,,-15.6,-16.071,-8.617,11.561,-2.473
3mec,,-60.576,-59.665,-5.767,9.192,-4.335
6b2w,,-21.969,-19.096,-11.78,11.198,-2.292
5e9q,,-15.692,-13.993,-7.548,7.873,-2.023
3vpc,,-37.471,-35.511,-28.586,30.521,-3.896
5omy,,-49.187,-49.43,-6.671,11.424,-4.51
1vji,,-45.228,-39.565,-18.756,17.312,-4.219
1ovh,,-23.105,-22.265,-1.821,2.898,-1.918
2vp2,,-41.754,-41.007,-33.833,37.473,-4.387
5o3f,,-46.766,-45.673,-3.16,6.906,-4.839
5otb,,-9.834,-5.132,-18.676,15.467,-1.493
2pgt,,-42.68,-42.641,-11.69,16.24,-4.589
4pg7,,-3.889,-1.959,-17.148,16.449,-1.231
1g41,,-35.965,-34.927,-15.445,18.24,-3.833
1hdo,,-64.357,-63.769,-30.755,36.692,-6.526
1t2w,,-21.833,-22.688,-9.034,13.718,-3.829
5czb,,-52.157,-51.393,-8.404,12.783,-5.143
5iex,,-46.211,-44.034,-15.776,17.886,-4.286
1zua,,-34.723,-34.657,-6.443,10.079,-3.701
4rxa,,-58.63,-60.458,-13.21,21.369,-6.331
4xv9,,-60.885,-61.197,-9.139,14.442,-4.991
4cjx,,-50.139,-47.545,-23.96,26.139,-4.772
2wmr,,-27.049,-26.726,-5.318,7.628,-2.634
1llq,,-51.196,-51.445,-25.227,31.081,-5.606
4b2x,,-34.492,-34.564,-4.388,7.886,-3.426
4i39,,-22.097,-21.839,-6.839,8.793,-2.213
1pw7,,-20.387,-19.696,-7.72,9.646,-2.617
4ww5,,-43.784,-38.306,-40.226,39.275,-4.526
4nbw,,-55.803,-60.325,-9.728,20.247,-5.997
4xew,,-30.285,-29.557,-5.004,7.562,-3.286
4kqi,,-16.323,-16.867,-5.97,8.33,-1.816
4e2j,,-68.226,-67.401,-7.465,11.513,-4.874
1opj,,-67.967,-68.519,-7.568,14.093,-5.974
1hg0,,-14.125,-12.164,-11.287,10.965,-1.639
6bqx,,-31.385,-31.832,-1.272,4.834,-3.115
1ki3,,-34.193,-32.126,-16.41,17.452,-3.109
5k66,,-20.894,-25.465,22.634,-15.037,-3.025
5aov,,-7.42,-5.864,-12.006,11.592,-1.141
2vcw,,-25.551,-26.575,-4.616,8.284,-2.644
2ft0,,-49.835,-47.597,-17.188,20.615,-5.665
2yeh,,-24.491,-26.329,-4.911,9.63,-2.881
4znt,,-60.924,-60.573,-6.654,11.259,-4.956
5eo0,,-99.107,-85.67,-159.001,155.09,-9.526
4l9k,,-42.41,-42.038,-11.139,14.977,-4.211
3s3g,,-26.727,-27.205,-4.249,7.67,-2.943
1i2l,,-36.699,-36.359,-16.611,19.581,-3.31
2wi5,,-43.539,-44.198,-8.242,13.036,-4.135
1rsz,,-28.063,-28.578,-16.204,19.796,-3.078
4ce9,,-24.739,-23.59,-5.065,6.958,-3.041
4ej1,,-38.954,-40.326,-11.558,17.23,-4.299
5nke,,-54.283,-54.976,-7.57,13.133,-4.87
6cxt,,-51.621,-52.337,-12.542,19.087,-5.829
3lxl,,-43.851,-43.939,-7.039,10.844,-3.717
4ryv,,-31.324,-31.799,-5.24,8.791,-3.075
6edh,,-12.009,-10.878,-10.316,10.903,-1.718
2qfq,,-22.391,-20.231,-21.332,21.87,-2.698
5svw,,-54.216,-50.652,-20.081,20.982,-4.464
1fd7,,-31.135,-29.459,-11.204,13.591,-4.064
4x2k,,-36.578,-37.915,-4.509,9.055,-3.21
1zaf,,-36.618,-35.675,-6.271,8.439,-3.111
3oqs,,-80.575,-62.325,-145.941,134.675,-6.984
4ces,,-21.416,-20.866,-4.701,6.755,-2.603
6qh9,,-26.98,-25.938,-9.16,11.18,-3.061
3vz3,,-14.98,-12.988,-10.708,10.304,-1.588
6q6m,,-46.292,-46.074,-3.033,6.701,-3.885
5cpn,,-26.802,-26.287,-4.33,6.643,-2.828
6d4s,,-41.284,-42.609,-7.238,12.643,-4.079
6bfj,,-48.654,-33.436,-84.815,73.913,-4.316
2ffa,,-16.201,-15.676,-12.083,13.871,-2.313
5hzn,,-66.246,-67.339,-6.053,12.679,-5.533
4rx9,,-47.239,-47.194,-5.942,10.269,-4.372
4gxg,,-73.709,-69.96,-18.74,23.066,-8.075
5fqt,,-50.81,-49.751,-6.897,10.466,-4.629
2oj9,,-43.667,-45.065,-5.495,11.064,-4.172
2fk8,,-47.995,-46.565,-27.61,30.675,-4.496
1vze,,-39.321,-38.798,-17.153,21.368,-4.738
1v2g,,-19.405,-18.522,-5.567,6.898,-2.215
5h67,,-31.588,-31.984,-14.291,18.276,-3.589
2ven,,-11.227,-9.279,-14.502,14.752,-2.197
1ngf,,-43.383,-48.879,-26.346,36.62,-4.777
2vd0,,-40.39,-41.304,-5.246,10.29,-4.13
1vwg,,-42.326,-39.251,-20.01,21.413,-4.478
1vwj,,-39.502,-38.605,-16.282,19.839,-4.454
2ydk,,-40.255,-42.107,-8.799,14.713,-4.063
6hil,,-40.814,-38.074,-4.407,5.605,-3.939
4x0t,,-68.524,-66.89,-35.026,39.53,-6.139
2fop,,-35.047,-30.951,-19.341,19.426,-4.181
1sql,,-3.36,-3.009,-3.109,3.525,-0.767
6czh,,-36.803,-36.509,-6.439,9.126,-2.982
1is2,,-53.367,-52.74,-17.583,23.048,-6.092
6gcw,,-52.548,-52.443,-8.401,13.601,-5.305
4yz7,,-22.33,-22.302,-2.994,5.774,-2.808
3f6s,,-51.368,-46.054,-25.048,23.829,-4.095
3lbd,,-51.055,-49.501,-6.911,9.615,-4.258
3wdm,,-31.571,-29.286,-12.926,13.57,-2.929
4rvt,,-39.952,-39.319,-7.722,10.879,-3.789
4mv6,,-11.062,-8.037,-12.899,11.559,-1.684
3c7d,,-7.019,-5.858,-11.002,11.241,-1.4
2xxp,,-114.54,-106.513,-17.379,19.744,-10.392
2e9d,,-41.391,-41.204,-13.768,18.492,-4.91
1pfg,,-51.074,-49.274,-23.445,26.769,-5.123
3ib9,,-16.776,-15.603,-9.027,10.325,-2.471
3keg,,-23.066,-22.733,-1.543,4.111,-2.901
5a5p,,-22.72,-21.93,-4.729,6.816,-2.878
6a1h,,-56.012,-53.235,-24.905,26.588,-4.461
1uxy,,-49.656,-50.009,-15.882,21.522,-5.287
5eyw,,-10.399,-7.635,-16.439,15.48,-1.805
1nzf,,-43.723,-42.316,-32.334,35.866,-4.939
1t7o,,-17.375,-18.861,-6.132,10.073,-2.454
4uhe,,-7.219,-6.624,-7.87,8.987,-1.711
5hua,,-53.998,-52.117,-12.236,15.672,-5.317
3wwx,,-22.407,-22.735,-1.056,3.963,-2.58
1z35,,-26.972,-25.632,-11.437,13.055,-2.957
6ew7,,-22.062,-22.086,-1.101,3.439,-2.313
2ya3,,-29.473,-28.743,-16.786,19.481,-3.425
6c4n,,-49.161,-51.107,-17.107,24.766,-5.714
3x0k,,-23.529,-23.066,-20.547,23.778,-3.694
3hrq,,-51.475,-50.672,-4.285,7.833,-4.35
4uwj,,-52.972,-55.343,-4.255,12.014,-5.388
6fyv,,-41.092,-39.031,-8.837,10.572,-3.796
4u0j,,-43.781,-44.473,-7.231,11.835,-3.913
5j63,,-42.674,-42.909,-11.403,15.185,-3.547
2b14,,-12.021,-12.206,-1.88,3.684,-1.619
5w70,,-29.534,-30.753,-12.499,17.263,-3.546
4tqb,,-30.633,-30.869,-5.079,8.918,-3.602
6ewr,,-20.89,-21.657,-12.331,15.896,-2.798
5tue,,-69.994,-71.888,-26.057,35.285,-7.334
4aaw,,-23.29,-23.165,-5.692,8.425,-2.858
5v86,,-51.946,-51.069,-5.141,9.077,-4.813
3g2o,,-36.056,-29.536,-37.726,35.195,-3.989
1go2,,-62.845,-62.207,-19.046,24.266,-5.858
3k7s,,-10.202,-8.37,-10.658,10.637,-1.811
5am1,,-51.858,-51.256,-10.156,14.161,-4.606
4ite,,-77.631,-76.787,-9.913,15.343,-6.274
1ncw,,-20.009,-19.767,-5.228,6.827,-1.841
5cfp,,-30.577,-32.376,-12.931,18.406,-3.676
5b1s,,-21.829,-22.91,-1.769,5.03,-2.179
3fcb,,-22.694,-22.633,-2.279,4.718,-2.501
1g1b,,-16.564,-13.978,-9.369,8.606,-1.822
1ynk,,-29.691,-31.682,-4.128,9.512,-3.394
4yfa,,-33.459,-33.814,-4.023,7.404,-3.026
3vq9,,-7.75,-7.55,-1.983,2.942,-1.158
1pzh,,-8.372,-9.561,-2.54,5.016,-1.287
5u5g,,-12.654,-11.005,-15.59,15.707,-1.766
5n49,,-40.082,-38.721,-9.168,11.565,-3.758
6f78,,-35.693,-35.773,-3.715,7.673,-3.879
2r3r,,-42.868,-44.154,-6.035,11.231,-3.909
4k30,,-24.161,-24.135,-11.352,13.899,-2.573
2h1h,,-38.999,-39.223,-20.794,26.038,-5.019
3qdl,,-27.622,-26.452,-11.024,13.499,-3.645
3tkc,,-66.464,-64.901,-7.754,11.568,-5.376
4jv7,,-40.668,-39.108,-3.124,5.49,-3.925
1lca,,-30.427,-29.57,-13.835,16.194,-3.215
6i5i,,-48.875,-50.356,-4.218,9.84,-4.141
1m4g,,-47.145,-47.81,-17.701,23.822,-5.456
4dre,,-56.584,-58.179,-19.495,27.431,-6.341
5ddc,,-41.267,-42.316,-5.254,10.07,-3.766
4eu5,,-44.111,-46.505,-10.486,18.518,-5.637
4xdv,,-16.952,-15.198,-6.431,6.609,-1.932
2p1t,,-53.806,-51.822,-7.504,10.251,-4.73
4a4z,,-38.19,-38.977,-18.501,23.427,-4.139
1sjd,,-29.645,-30.172,-13.068,16.708,-3.113
1rm5,,-53.601,-53.345,-23.954,29.472,-5.773
1kht,,-33.97,-33.469,-12.511,15.489,-3.479
5ln2,,-52.294,-50.921,-7.07,10.347,-4.65
5z6t,,-75.162,-71.785,-49.213,52.369,-6.532
1x2e,,-22.622,-23.516,-6.931,10.523,-2.697
4j1q,,-74.251,-75.499,-21.06,28.484,-6.175
3q67,,-77.138,-72.764,-46.174,47.99,-6.19
1nup,,-24.99,-29.658,5.058,3.107,-3.496
4eqk,,-40.376,-38.471,-18.053,20.279,-4.131
6bc7,,-35.713,-37.052,-10.167,15.934,-4.428
6alj,,-65.513,-65.327,-35.85,41.742,-6.078
1dzm,,-34.07,-33.029,-1.022,3.057,-3.077
